3.8403	3.7563	3.6526	3.5321	3.3979	3.2538	3.1039	2.9526	2.8042	2.6625	2.5309	2.4118	2.3068	2.2164	2.1404	2.0782	2.0288	1.9911	1.964	1.9466	1.9382	1.9382	1.9462	1.9619	1.9854	2.0166	2.0559	2.1035	2.1599	2.2255	2.3007	2.3858	2.4809	2.5858	2.6999	2.8221	2.9506	3.0832	3.2172	3.3493	3.4763	3.5946	3.701	3.7922	3.8656	3.9187	3.9499	3.958	3.9422	3.9028
3.9498	3.8954	3.8195	3.724	3.6115	3.485	3.3482	3.205	3.0593	2.9151	2.7762	2.6455	2.5255	2.4177	2.323	2.2415	2.1727	2.1159	2.0704	2.0353	2.0099	1.9933	1.9852	1.9852	1.9931	2.0089	2.0326	2.0646	2.1052	2.1549	2.2143	2.2838	2.364	2.4551	2.557	2.6692	2.7907	2.9199	3.0543	3.1913	3.3275	3.4594	3.5834	3.696	3.7939	3.8742	3.9347	3.9734	3.9892	3.9813
3.997	3.9735	3.927	3.859	3.7712	3.6662	3.547	3.4169	3.2796	3.1389	2.9985	2.8619	2.7321	2.6112	2.5011	2.4026	2.316	2.2413	2.1779	2.1252	2.0826	2.0493	2.0249	2.0089	2.001	2.001	2.0089	2.0249	2.0493	2.0826	2.1252	2.1779	2.2413	2.316	2.4026	2.5011	2.6112	2.7321	2.8619	2.9985	3.1389	3.2796	3.4169	3.547	3.6662	3.7712	3.859	3.927	3.9735	3.997
3.9813	3.9892	3.9734	3.9347	3.8742	3.7939	3.696	3.5834	3.4594	3.3275	3.1913	3.0543	2.9199	2.7907	2.6692	2.557	2.4551	2.364	2.2838	2.2143	2.1549	2.1052	2.0646	2.0326	2.0089	1.9931	1.9852	1.9852	1.9933	2.0099	2.0353	2.0704	2.1159	2.1727	2.2415	2.323	2.4177	2.5255	2.6455	2.7762	2.9151	3.0593	3.205	3.3482	3.485	3.6115	3.724	3.8195	3.8954	3.9498
3.9028	3.9422	3.958	3.9499	3.9187	3.8656	3.7922	3.701	3.5946	3.4763	3.3493	3.2172	3.0832	2.9506	2.8221	2.6999	2.5858	2.4809	2.3858	2.3007	2.2255	2.1599	2.1035	2.0559	2.0166	1.9854	1.9619	1.9462	1.9382	1.9382	1.9466	1.964	1.9911	2.0288	2.0782	2.1404	2.2164	2.3068	2.4118	2.5309	2.6625	2.8042	2.9526	3.1039	3.2538	3.3979	3.5321	3.6526	3.7563	3.8403
3.7627	3.8334	3.8808	3.9044	3.9039	3.88	3.8338	3.7671	3.6821	3.5815	3.4684	3.3459	3.2174	3.0862	2.9553	2.8273	2.7046	2.5888	2.4812	2.3824	2.2928	2.2124	2.141	2.0784	2.0241	1.9778	1.9393	1.9083	1.8848	1.8688	1.8606	1.8606	1.8695	1.8881	1.9175	1.9589	2.0137	2.0833	2.1688	2.2706	2.3886	2.5213	2.6662	2.8196	2.9772	3.1345	3.2866	3.4291	3.5582	3.6703
3.5634	3.6644	3.7433	3.7988	3.83	3.8368	3.8199	3.7804	3.7199	3.6408	3.5455	3.4371	3.3188	3.1936	3.0648	2.9354	2.808	2.6848	2.5675	2.4574	2.3552	2.2616	2.1764	2.0997	2.0312	1.9707	1.9178	1.8722	1.8339	1.8027	1.7788	1.7623	1.7537	1.7538	1.7633	1.7837	1.8162	1.8628	1.9251	2.0048	2.1029	2.2196	2.3536	2.5021	2.6613	2.8263	2.9918	3.1528	3.3044	3.4424
3.3079	3.438	3.5477	3.635	3.6983	3.7369	3.7508	3.7406	3.7073	3.6527	3.5789	3.4886	3.3845	3.2699	3.1477	3.0211	2.8931	2.7661	2.6424	2.5237	2.4114	2.3063	2.209	2.1195	2.0379	1.964	1.8976	1.8384	1.7862	1.7409	1.7022	1.6704	1.6456	1.6283	1.6192	1.6193	1.6298	1.6526	1.6898	1.7436	1.8164	1.91	2.0251	2.1607	2.3138	2.4798	2.6533	2.8282	2.9989	3.1603
3.0003	3.1578	3.2973	3.4158	3.5112	3.5821	3.6279	3.6485	3.6445	3.617	3.5678	3.4989	3.413	3.3129	3.2015	3.082	2.9574	2.8305	2.7039	2.5798	2.46	2.3458	2.238	2.1373	2.0439	1.9579	1.8791	1.8073	1.7423	1.6839	1.6318	1.5861	1.5466	1.5137	1.4876	1.4692	1.4593	1.4593	1.4713	1.4977	1.5415	1.606	1.694	1.8071	1.9446	2.1033	2.2778	2.4612	2.6469	2.8284
2.6454	2.8284	2.9962	3.145	3.2721	3.3754	3.4536	3.506	3.5328	3.5345	3.5123	3.4679	3.4035	3.3215	3.2248	3.1164	2.9992	2.8763	2.7504	2.6242	2.4998	2.3789	2.2629	2.1529	2.0493	1.9524	1.8625	1.7793	1.7027	1.6324	1.5682	1.51	1.4575	1.4108	1.37	1.3354	1.3075	1.2874	1.2763	1.2765	1.2906	1.3224	1.3764	1.4572	1.5676	1.7078	1.8738	2.0586	2.2541	2.452
2.249	2.4552	2.6496	2.8276	2.9856	3.1208	3.2315	3.3163	3.3748	3.4071	3.4139	3.3964	3.3562	3.2956	3.217	3.1233	3.0173	2.9021	2.7807	2.6557	2.5298	2.405	2.2833	2.1659	2.0538	1.9477	1.8479	1.7546	1.6676	1.5867	1.5118	1.4426	1.3788	1.3203	1.2669	1.2187	1.1759	1.139	1.1086	1.0861	1.0734	1.0736	1.091	1.1317	1.2026	1.3094	1.4533	1.6291	1.8273	2.0371
1.8172	2.0445	2.2639	2.4697	2.6574	2.8238	2.9664	3.0835	3.1742	3.2379	3.275	3.286	3.2724	3.2358	3.1783	3.1026	3.0113	2.9073	2.7937	2.6735	2.5492	2.4235	2.2985	2.1761	2.0575	1.9438	1.8357	1.7335	1.6373	1.5471	1.4627	1.3839	1.3104	1.2419	1.1781	1.1189	1.0642	1.0141	0.96872	0.92863	0.8948	0.86889	0.85373	0.85404	0.87733	0.93417	1.0354	1.1848	1.3747	1.5903
1.3572	1.6036	1.8466	2.0787	2.2947	2.4909	2.6645	2.8132	2.9357	3.031	3.099	3.1398	3.1542	3.1436	3.1098	3.0548	2.9812	2.8918	2.7894	2.677	2.5576	2.4339	2.3084	2.1833	2.0603	1.9408	1.8259	1.7162	1.6121	1.5138	1.4211	1.334	1.2521	1.1752	1.1029	1.035	0.9711	0.91109	0.85482	0.80229	0.75371	0.7096	0.67104	0.64012	0.62094	0.62156	0.65706	0.74877	0.90773	1.1189
0.87664	1.142	1.4078	1.6647	1.9071	2.1312	2.3338	2.5125	2.6657	2.792	2.8906	2.9615	3.0049	3.0217	3.0132	2.9812	2.9279	2.8558	2.7676	2.6663	2.5548	2.436	2.3127	2.1873	2.062	1.9386	1.8186	1.7028	1.5921	1.4867	1.3869	1.2926	1.2036	1.1196	1.0403	0.96545	0.89459	0.8274	0.76359	0.70289	0.6451	0.59013	0.53802	0.48911	0.44429	0.40578	0.37926	0.38101	0.45297	0.63168
0.38646	0.67541	0.96343	1.2423	1.5077	1.756	1.9845	2.1906	2.3722	2.5277	2.6559	2.7563	2.8287	2.8734	2.8914	2.884	2.853	2.8005	2.7292	2.6416	2.5408	2.4298	2.3113	2.1881	2.0628	1.9374	1.8139	1.6935	1.5773	1.4661	1.3601	1.2595	1.1643	1.0743	0.9893	0.90885	0.83262	0.76025	0.69134	0.62555	0.56252	0.50193	0.44349	0.38695	0.33209	0.2788	0.22718	0.17803	0.13579	0.15161
0.026031	0.26088	0.54983	0.83785	1.1167	1.3821	1.6305	1.8589	2.065	2.2466	2.4021	2.5303	2.6307	2.7031	2.7478	2.7658	2.7584	2.7274	2.6749	2.6036	2.516	2.4153	2.3042	2.1857	2.0625	1.9372	1.8119	1.6883	1.5679	1.4517	1.3405	1.2345	1.1339	1.0387	0.94877	0.86372	0.78327	0.70704	0.63467	0.56576	0.49997	0.43694	0.37635	0.31791	0.26137	0.20651	0.15322	0.1016	0.05245	0.010212
0.0062477	0.078207	0.25691	0.50188	0.76727	1.033	1.2899	1.5323	1.7564	1.959	2.1378	2.2909	2.4172	2.5159	2.5867	2.6302	2.6469	2.6385	2.6065	2.5532	2.4811	2.3929	2.2916	2.1801	2.0613	1.9379	1.8125	1.6873	1.5639	1.4438	1.3281	1.2173	1.112	1.0121	0.91782	0.82881	0.74483	0.66558	0.59069	0.51982	0.45264	0.38883	0.32813	0.27034	0.21536	0.16325	0.11434	0.069532	0.03102	0.0045019
0.003527	0.039027	0.13073	0.28969	0.50091	0.73916	0.9856	1.2286	1.4607	1.6767	1.8729	2.0464	2.1952	2.3176	2.413	2.4809	2.5217	2.5362	2.5256	2.4917	2.4368	2.3632	2.2737	2.1713	2.059	1.9396	1.8159	1.6904	1.5652	1.4422	1.3227	1.2078	1.0981	0.99407	0.89573	0.80308	0.71594	0.63407	0.55715	0.48488	0.41694	0.35307	0.29306	0.23678	0.18426	0.13568	0.09157	0.053009	0.022091	0.0029079
0.0024817	0.025769	0.082616	0.18384	0.33328	0.52315	0.73873	0.96568	1.1929	1.4123	1.6181	1.8058	1.9722	2.1148	2.2319	2.3226	2.3864	2.4234	2.4345	2.4208	2.3842	2.3268	2.251	2.1597	2.0558	1.9422	1.8219	1.6976	1.572	1.447	1.3245	1.2059	1.0923	0.98414	0.88193	0.78575	0.69556	0.61117	0.53236	0.45882	0.3903	0.32654	0.26737	0.21269	0.16254	0.11716	0.077074	0.043238	0.017328	0.0021717
0.0019373	0.019387	0.060086	0.13098	0.23777	0.38164	0.55747	0.75564	0.96544	1.1773	1.3835	1.578	1.756	1.9139	2.0492	2.1598	2.2447	2.3032	2.3355	2.3423	2.3247	2.2846	2.224	2.1454	2.0516	1.9457	1.8305	1.709	1.584	1.4581	1.3334	1.2116	1.0942	0.98216	0.87608	0.7763	0.68293	0.59591	0.51506	0.44015	0.37091	0.30712	0.2486	0.19524	0.14707	0.10428	0.067317	0.036944	0.014429	0.0017548
0.0016095	0.015716	0.047549	0.10158	0.18231	0.29278	0.43297	0.59896	0.7838	0.97922	1.1772	1.3706	1.5536	1.7213	1.8702	1.9973	2.1006	2.1787	2.2312	2.258	2.2597	2.2375	2.1931	2.1287	2.0467	1.95	1.8415	1.7243	1.6014	1.4756	1.3494	1.2249	1.1041	0.9881	0.87802	0.77442	0.6776	0.58763	0.50443	0.42781	0.35755	0.29339	0.23515	0.18268	0.13598	0.095151	0.060523	0.032671	0.012525	0.0014918
0.0013953	0.013384	0.039772	0.083567	0.14802	0.23602	0.34913	0.48669	0.6454	0.81982	1.0033	1.189	1.3705	1.5423	1.6999	1.8393	1.9578	2.0532	2.1242	2.17	2.1905	2.1865	2.159	2.1098	2.041	1.9551	1.8549	1.7436	1.6241	1.4994	1.3726	1.246	1.1219	1.0021	0.88782	0.78006	0.67937	0.58599	0.49996	0.42117	0.34939	0.2844	0.22597	0.1739	0.12813	0.088672	0.055726	0.029687	0.011218	0.0013154
0.0012488	0.011813	0.034611	0.07174	0.12555	0.19837	0.29199	0.4071	0.54266	0.69575	0.8618	1.0352	1.2102	1.3809	1.5423	1.6898	1.82	1.9297	2.0169	2.0802	2.1189	2.1328	2.1225	2.0892	2.0346	1.9609	1.8705	1.7665	1.6518	1.5297	1.4031	1.275	1.148	1.0244	0.90571	0.7934	0.68831	0.59092	0.50145	0.41985	0.34598	0.27958	0.2204	0.16821	0.12282	0.084186	0.052365	0.027591	0.010304	0.0011931
0.0011464	0.010721	0.031048	0.063622	0.11016	0.17246	0.25215	0.35029	0.46698	0.60096	0.74953	0.90871	1.0737	1.2392	1.4001	1.5517	1.6898	1.8108	1.9118	1.9907	2.0462	2.0773	2.0842	2.0673	2.0277	1.9673	1.8881	1.7929	1.6845	1.5661	1.441	1.3122	1.1828	1.0554	0.93215	0.81485	0.70474	0.60264	0.50895	0.42381	0.34711	0.27863	0.21808	0.16516	0.11962	0.081292	0.050107	0.02615	0.0096675	0.0011075
0.0010753	0.0099561	0.028546	0.057916	0.09933	0.15416	0.22376	0.30922	0.41109	0.52907	0.66176	0.8066	0.96001	1.1177	1.2749	1.427	1.5696	1.6986	1.8107	1.9032	1.9738	2.0213	2.0448	2.0443	2.0204	1.9742	1.9075	1.8225	1.7219	1.6088	1.4863	1.3579	1.2266	1.0957	0.96778	0.84506	0.72927	0.62162	0.52283	0.43324	0.35285	0.2815	0.21885	0.16457	0.11829	0.079752	0.048752	0.025223	0.0092413	0.0010489
0.0010277	0.0094311	0.026799	0.053891	0.091629	0.14106	0.20326	0.27922	0.36963	0.47465	0.59371	0.72532	0.86701	1.0155	1.1668	1.3166	1.4607	1.5949	1.7155	1.8191	1.9031	1.9656	2.005	2.0208	2.0128	1.9816	1.9284	1.855	1.7638	1.6574	1.5391	1.4121	1.28	1.1461	1.0134	0.88494	0.76278	0.64867	0.54375	0.44864	0.36354	0.28835	0.22276	0.16637	0.11873	0.07945	0.04819	0.024732	0.0089862	0.0010112
0.00099917	0.0090941	0.025628	0.051113	0.08621	0.1317	0.18843	0.25723	0.3388	0.43352	0.54126	0.66125	0.79193	0.9309	1.0751	1.2207	1.364	1.5008	1.6272	1.7398	1.8353	1.9112	1.9656	1.997	2.0049	1.9892	1.9505	1.89	1.8096	1.7117	1.5992	1.4752	1.3433	1.2071	1.0701	0.93563	0.80648	0.68496	0.57274	0.47085	0.37979	0.29962	0.23007	0.1707	0.12098	0.080363	0.048376	0.024635	0.0088804	0.00099128
0.00098737	0.0089155	0.024926	0.049325	0.082558	0.12519	0.17787	0.24128	0.31605	0.40261	0.50112	0.61125	0.73205	0.86191	0.9985	1.1389	1.2796	1.4169	1.547	1.6662	1.7712	1.859	1.927	1.9735	1.997	1.997	1.9735	1.927	1.859	1.7712	1.6662	1.547	1.4169	1.2796	1.1389	0.9985	0.86191	0.73205	0.61125	0.50112	0.40261	0.31605	0.24128	0.17787	0.12519	0.082558	0.049325	0.024926	0.0089155	0.00098737
0.00099128	0.0088804	0.024635	0.048376	0.080363	0.12098	0.1707	0.23007	0.29962	0.37979	0.47085	0.57274	0.68496	0.80648	0.93563	1.0701	1.2071	1.3433	1.4752	1.5992	1.7117	1.8096	1.89	1.9505	1.9892	2.0049	1.997	1.9656	1.9112	1.8353	1.7398	1.6272	1.5008	1.364	1.2207	1.0751	0.9309	0.79193	0.66125	0.54126	0.43352	0.3388	0.25723	0.18843	0.1317	0.08621	0.051113	0.025628	0.0090941	0.00099917
0.0010112	0.0089862	0.024732	0.04819	0.07945	0.11873	0.16637	0.22276	0.28835	0.36354	0.44864	0.54375	0.64867	0.76278	0.88494	1.0134	1.1461	1.28	1.4121	1.5391	1.6574	1.7638	1.855	1.9284	1.9816	2.0128	2.0208	2.005	1.9656	1.9031	1.8191	1.7155	1.5949	1.4607	1.3166	1.1668	1.0155	0.86701	0.72532	0.59371	0.47465	0.36963	0.27922	0.20326	0.14106	0.091629	0.053891	0.026799	0.0094311	0.0010277
0.0010489	0.0092413	0.025223	0.048752	0.079752	0.11829	0.16457	0.21885	0.2815	0.35285	0.43324	0.52283	0.62162	0.72927	0.84506	0.96778	1.0957	1.2266	1.3579	1.4863	1.6088	1.7219	1.8225	1.9075	1.9742	2.0204	2.0443	2.0448	2.0213	1.9738	1.9032	1.8107	1.6986	1.5696	1.427	1.2749	1.1177	0.96001	0.8066	0.66176	0.52907	0.41109	0.30922	0.22376	0.15416	0.09933	0.057916	0.028546	0.0099561	0.0010753
0.0011075	0.0096675	0.02615	0.050107	0.081292	0.11962	0.16516	0.21808	0.27863	0.34711	0.42381	0.50895	0.60264	0.70474	0.81485	0.93215	1.0554	1.1828	1.3122	1.441	1.5661	1.6845	1.7929	1.8881	1.9673	2.0277	2.0673	2.0842	2.0773	2.0462	1.9907	1.9118	1.8108	1.6898	1.5517	1.4001	1.2392	1.0737	0.90871	0.74953	0.60096	0.46698	0.35029	0.25215	0.17246	0.11016	0.063622	0.031048	0.010721	0.0011464
0.0011931	0.010304	0.027591	0.052365	0.084186	0.12282	0.16821	0.2204	0.27958	0.34598	0.41985	0.50145	0.59092	0.68831	0.7934	0.90571	1.0244	1.148	1.275	1.4031	1.5297	1.6518	1.7665	1.8705	1.9609	2.0346	2.0892	2.1225	2.1328	2.1189	2.0802	2.0169	1.9297	1.82	1.6898	1.5423	1.3809	1.2102	1.0352	0.8618	0.69575	0.54266	0.4071	0.29199	0.19837	0.12555	0.07174	0.034611	0.011813	0.0012488
0.0013154	0.011218	0.029687	0.055726	0.088672	0.12813	0.1739	0.22597	0.2844	0.34939	0.42117	0.49996	0.58599	0.67937	0.78006	0.88782	1.0021	1.1219	1.246	1.3726	1.4994	1.6241	1.7436	1.8549	1.9551	2.041	2.1098	2.159	2.1865	2.1905	2.17	2.1242	2.0532	1.9578	1.8393	1.6999	1.5423	1.3705	1.189	1.0033	0.81982	0.6454	0.48669	0.34913	0.23602	0.14802	0.083567	0.039772	0.013384	0.0013953
0.0014918	0.012525	0.032671	0.060523	0.095151	0.13598	0.18268	0.23515	0.29339	0.35755	0.42781	0.50443	0.58763	0.6776	0.77442	0.87802	0.9881	1.1041	1.2249	1.3494	1.4756	1.6014	1.7243	1.8415	1.95	2.0467	2.1287	2.1931	2.2375	2.2597	2.258	2.2312	2.1787	2.1006	1.9973	1.8702	1.7213	1.5536	1.3706	1.1772	0.97922	0.7838	0.59896	0.43297	0.29278	0.18231	0.10158	0.047549	0.015716	0.0016095
0.0017548	0.014429	0.036944	0.067317	0.10428	0.14707	0.19524	0.2486	0.30712	0.37091	0.44015	0.51506	0.59591	0.68293	0.7763	0.87608	0.98216	1.0942	1.2116	1.3334	1.4581	1.584	1.709	1.8305	1.9457	2.0516	2.1454	2.224	2.2846	2.3247	2.3423	2.3355	2.3032	2.2447	2.1598	2.0492	1.9139	1.756	1.578	1.3835	1.1773	0.96544	0.75564	0.55747	0.38164	0.23777	0.13098	0.060086	0.019387	0.0019373
0.0021717	0.017328	0.043238	0.077074	0.11716	0.16254	0.21269	0.26737	0.32654	0.3903	0.45882	0.53236	0.61117	0.69556	0.78575	0.88193	0.98414	1.0923	1.2059	1.3245	1.447	1.572	1.6976	1.8219	1.9422	2.0558	2.1597	2.251	2.3268	2.3842	2.4208	2.4345	2.4234	2.3864	2.3226	2.2319	2.1148	1.9722	1.8058	1.6181	1.4123	1.1929	0.96568	0.73873	0.52315	0.33328	0.18384	0.082616	0.025769	0.0024817
0.0029079	0.022091	0.053009	0.09157	0.13568	0.18426	0.23678	0.29306	0.35307	0.41694	0.48488	0.55715	0.63407	0.71594	0.80308	0.89573	0.99407	1.0981	1.2078	1.3227	1.4422	1.5652	1.6904	1.8159	1.9396	2.059	2.1713	2.2737	2.3632	2.4368	2.4917	2.5256	2.5362	2.5217	2.4809	2.413	2.3176	2.1952	2.0464	1.8729	1.6767	1.4607	1.2286	0.9856	0.73916	0.50091	0.28969	0.13073	0.039027	0.003527
0.0045019	0.03102	0.069532	0.11434	0.16325	0.21536	0.27034	0.32813	0.38883	0.45264	0.51982	0.59069	0.66558	0.74483	0.82881	0.91782	1.0121	1.112	1.2173	1.3281	1.4438	1.5639	1.6873	1.8125	1.9379	2.0613	2.1801	2.2916	2.3929	2.4811	2.5532	2.6065	2.6385	2.6469	2.6302	2.5867	2.5159	2.4172	2.2909	2.1378	1.959	1.7564	1.5323	1.2899	1.033	0.76727	0.50188	0.25691	0.078207	0.0062477
0.010212	0.05245	0.1016	0.15322	0.20651	0.26137	0.31791	0.37635	0.43694	0.49997	0.56576	0.63467	0.70704	0.78327	0.86372	0.94877	1.0387	1.1339	1.2345	1.3405	1.4517	1.5679	1.6883	1.8119	1.9372	2.0625	2.1857	2.3042	2.4153	2.516	2.6036	2.6749	2.7274	2.7584	2.7658	2.7478	2.7031	2.6307	2.5303	2.4021	2.2466	2.065	1.8589	1.6305	1.3821	1.1167	0.83785	0.54983	0.26088	0.026031
